APARATO,MARCA,MODELO,NUMERO_SER,FECHA,ENCARGADO,POSICION,INV_V04,FECHA_INV,STATUS,CHK,INVENTARIO,NUEVA_POS,POS_TEMP,REP_MTTO,INVO02,POS_MAY19,NO_AF,INV_P11,POSP18,RESPONINV,HORA_INV,GRUPO,ES_AF
DC POWER SUPPLY,AGILENT TECHNO,E3631A,MY40012320,2002-01-10,,E117017,OK,2019-12-09,P,E,ET,E901281,,0.0,,E004231,00083865,,,HERRER,1126.0,FUE,S
MULTIMETRO TRUE-RMS,FLUKE,175,79960693,2002-01-15,,E70137A,OK,2018-05-15,P,INV,OK,E122M03,,0.0,682390,IA122,AF/003052,,,HERRER,843.0,,S
BASE PARA CAUTIN,S/M,S/M,S/N,2002-01-28,83,EBASE01,OK,2024-04-18,P,INV,OK,EBASE01,,0.0,682390,EBASE01,SNAF,,,HERRER,1255.0,,
BASE PARA CAUTIN,S/M,S/M,S/N,2002-01-28,,EBASE03,OK,2018-05-18,P,INV,OK,EBASE03,,0.0,682390,EBASE03,SNAF,,,HERRER,1255.0,,
BASE PARA CAUTIN,S/M,S/M,S/N,2002-01-28,,EBASE04,OK,2018-05-18,P,INV,OK,EBASE04,,0.0,682390,EBASE04,SNAF,,,HERRER,1254.0,,
BASE PARA CAUTIN,S/M,S/M,S/N,2002-01-28,,EBASE06,OK,2019-01-21,P,INV,OK,EBASE06,,0.0,682390,EBASE06,SNAF,,,HERRER,1254.0,,
17 MHZ LOGIC PROBE,WAVETEK,LP10A,00005342,2002-04-03,,EPLOG57,,2018-05-17,P,INV,ET,EPLOG57,,0.0,CAMBIO,ELGPB10,SNAF,,,HERRER,1359.0,,
17 MHZ LOGIC PROBE,WAVETEK,LP10A,00005361,2002-04-03,,EPLOG56,,2018-05-17,P,INV,ET,EPLOG56,,0.0,CAMBIO,ELGPB12,SNAF,,,HERRER,1358.0,,
17 MHZ LOGIC PROBE,WAVETEK,LP10A,00005346,2002-04-03,,EPLOG58,,2018-05-17,P,INV,ET,EPLOG58,,0.0,CAMBIO,ELGPB13,SNAF,,,HERRER,1358.0,,
17 MHZ LOGIC PROBE,WAVETEK,LP10A,00005348,2002-04-03,,EPLOG60,,2018-05-17,P,INV,ET,EPLOG60,,0.0,CAMBIO,ELGPB14,SNAF,,,HERRER,1359.0,,
17 MHZ LOGIC PROBE,WAVETEK,LP10A,00005837,2002-04-04,,EPLOG49,,2018-05-17,P,E,ET,EPLOG49,,0.0,CAMBIO,ELGPB17,SNAF,,,HERRER,1359.0,,
17 MHZ LOGIC PROBE,WAVETEK,LP10A,00005338,2002-04-04,,EPLOG47,,2018-05-17,P,E,ET,EPLOG47,,0.0,CAMBIO,ELGPB18,SNAF,,,HERRER,1359.0,,
FRECUENCIMETRO,PHILIPS,PM6652C,A721073,2002-04-17,,E706333,,2018-05-18,P,E,ET,E008172,,0.0,,E000111,02908,,,HERRER,911.0,,
DAQCARD-6024E,NATIONAL INSTRU,6024E,187168C-02,2002-08-23,,E006261,OK,2019-12-09,P,E,ET,E006261,,0.0,CAMBIO,E006261,SNAF,,,HERRER,907.0,TARJ,N
KIT CABLE ASSY DAQ,NATIONAL INSTRU,RC68-68,187252-01,2002-08-23,,E006262,OK,2019-12-09,P,E,ET,E006262,,0.0,CAMBIO,E006262,SNAF,,,HERRER,907.0,TARJ,N
CAUTIN DE ESTACION,WELLER,WES50,S/N,2002-09-27,,ECAWE02,OK,2018-05-17,P,INV,OK,ECAWE02,,0.0,,ECAWE02,SNAF,,,HERRER,1136.0,,
CAUTIN DE ESTACION,WELLER,WES50,S/N,2002-09-27,,ECAWE03,OK,2018-05-18,P,INV,OK,ECAWE03,,0.0,682390,ECAWE03,SNAF,,,HERRER,935.0,,
WIRELESS MICROPHONE,SUN RIDER,SR/1238,000-1204,2002-10-22,000206,E704372,OK,2018-05-17,P,INV,OK,E003145,,0.0,CAMBIO,E003145,SNAF,INV,,HERRER,1526.0,,
WIRELESS MICROPHONE,SUN RIDER,SR-1238,S/N,2002-10-22,,E704373,OK,2018-05-17,P,INV,OK,E003144,,0.0,790236,E006192,00081616,INV,,HERRER,1526.0,,
ANALIZADOR DE SEÑAL,HEWLETT PACKARD,E4411B,US39390663,2003-01-07,,E704422,OK,2020-03-09,P,INV,ET,E003111,,0.0,682392,E003321,74034,INV,,HERRER,808.0,,
MULTIMETRO,FLUKE,189,80370059,2003-01-07,,E7A128G,OK,2018-05-17,P,E,ET,E007353,,0.0,,E004222,086630,,,HERRER,1045.0,,
CONTROLADOR PROGRAMA,SIEMENS,PG 605,S/N,2003-01-07,000209,E903563,OK,2018-05-17,P,INV,ET,E006133,,0.0,790236,E004483,68164,INV,,HERRER,1515.0,,
POWER HARMONICS ANAL,FLUKE,41,6070037,2003-01-07,11,E701211,OK,2024-05-08,P,E,ET,E0073A3,,0.0,682390,E003322,50318,,,HERRER,1138.0,ANALI,S
TRACKER,HUNTRON,2000,22A18732,2003-01-07,000107,E706362,,2018-05-18,P,E,ET,E007351,,0.0,682390,E003342,51086,,,HERRER,918.0,,
TRANSPONDER EVAL KIT,MICROCHIP,DM303005,JIT005110275,2003-01-08,,E70522B,OK,2018-05-18,P,INV,ET,E005292,,0.0,790236,E006141,SNAF,INV,,HERRER,827.0,,
INVERSOR 150W,ANCON,AIC-600,Sin No.de Serie,2003-01-09,,E704356,,2018-05-17,P,E,ET,E007363,,0.0,,E004181,SNAF,,,HERRER,1529.0,,
PROGRAMADOR,MICROCHIP,PLUS PICST,JIT024764421,2003-03-26,,E706141,,2018-09-25,P,INV,ET,E005264,,0.0,,E006155,SNAF,INV,,HERRER,904.0,,
PROGRAMADOR,MICROCHIP,PLUS PICST,JIT024764099,2003-03-26,,E706142,OK,2018-11-13,P,INV,ET,E005265,,0.0,790236,E006156,SNAF,INV,,HERRER,905.0,,
ADAPTADOR 220V A 110,STEREN,910-010,Sin No.de Serie,2003-08-21,,E007364,OK,2018-05-18,P,E,ET,E007364,,0.0,682390,,SNAF,,,HERRER,935.0,ADAP,N
TELEFONO PANASONIC B,PANASONIC,KX-TS6LX,3EAAA188904,2003-09-29,,E704463,OK,2018-05-18,P,E,ET,E007165,,0.0,682390,,30034 i,,,HERRER,801.0,,
TELEFONO PANASONIC B,PANASONIC,KX-TS6LX,3EAAA188903,2003-09-29,000211,E704464,OK,2018-05-18,P,E,ET,E007166,,0.0,682390,,30035 i,,,HERRER,801.0,,
TELEFONO PANASONIC B,PANASONIC,KX-TS6LX,3EAAA188988,2003-09-29,,E704465,OK,2018-05-18,P,E,ET,E007168,,0.0,682390,,29879 i,,,HERRER,759.0,,
TELEFONO PANASONIC N,PANASONIC,KX-TS6LX,3EBAA192218,2003-09-29,,E704461,OK,2018-05-18,P,E,ET,E007162,,0.0,682390,,30031 i,,,HERRER,800.0,,
TELEFONO PANASONIC N,PANASONIC,KX-TS6LX,3GBAA216137,2003-09-29,,E704466,OK,2018-05-18,P,E,ET,E007163,,0.0,682390,,30032 i,,,HERRER,800.0,,
TELEFONO PANASONIC N,PANASONIC,KX-TS6LX,3GBAA223570,2003-09-29,,E704462,OK,2018-05-18,P,E,ET,E007164,,0.0,682390,,30033 i,,,HERRER,800.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210335,2003-11-04,,E7E1232,OK,2018-05-17,P,E,ET,E0A5211,,0.0,682390,,SNAF,INV,,HERRER,1115.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210346,2003-11-04,,EPI1232,OK,2019-11-26,P,INV,ET,E0A5214,E0A5213,0.0,682390,,SNAF,INV,,HERRER,1110.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210348,2003-11-04,,E7E1233,OK,2018-05-17,P,E,ET,E0A5221,E0A5212,0.0,682390,,SNAF,,,HERRER,1115.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210372,2003-11-04,,E7E1235,OK,2018-05-17,P,E,ET,E0A5222,E0A5215,0.0,682390,,SNAF,,,HERRER,1115.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210312,2003-11-04,,EPI1243,OK,2018-05-17,P,INV,ET,E0A5212,E0A5221,0.0,,,SNAF,INV,,HERRER,1117.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210354,2003-11-04,,E7E1234,,2018-05-17,P,E,ET,,E0A5313,0.0,,,SNAF,,,HERRER,1116.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210860,2003-11-04,,EPI1233,OK,2018-05-17,P,E,ET,E0A5223,E0A5222,0.0,682390,,SNAF,,,HERRER,1116.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210912,2003-11-04,,EPI1245,OK,2019-10-11,P,E,ET,EPICD05,E0A5224,0.0,682390,REFAC,SNAF,,,HERRER,1110.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210309,2003-11-04,,E7E1231,OK,2018-05-17,P,INV,ET,E0A5211,E0A5223,0.0,,,SNAF,INV,,HERRER,1116.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR025210331,2003-11-04,,EPI1231,OK,2018-11-14,P,INV,ET,E0A5213,E0A5224,0.0,,,SNAF,INV,,HERRER,1113.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR032410741,2003-12-01,,E7F223A,OK,2018-05-17,P,INV,ET,EICD201,E0B5211,0.0,682390,,SNAF,INV,,HERRER,1114.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR032410742,2003-12-01,,E7F223B,,2018-05-17,P,INV,ET,E0B5225,,0.0,682390,,SNAF,INV,,HERRER,1112.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR032410779,2003-12-01,,E7F223C,OK,2018-05-17,P,INV,ET,EICD202,E0B5213,0.0,682390,,SNAF,INV,,HERRER,1117.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR114418029,1912-09-24,,E7F2236,OK,2018-05-17,P,INV,ET,EICD203,NUEVO,0.0,682390,,SNAF,INV,,HERRER,1217.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR090326049,2003-12-01,,E7F2234,,2018-05-17,P,INV,ET,EICD212,E0B5215,0.0,682390,,SNAF,INV,,HERRER,1110.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR114418039,2003-12-01,,E7F2233,OK,2018-05-17,P,INV,ET,E0B5221,NUEVO,0.0,790236,,SNAF,INV,,HERRER,1218.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR114418044,1912-09-24,,E7F223H,OK,2018-05-17,P,INV,ET,E0B5325,NUEVO,0.0,790236,,SNAF,INV,,HERRER,1219.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR032610831,2003-12-01,,E7F223D,OK,2018-05-17,P,INV,ET,EICD205,E0B5222,0.0,682390,,SNAF,INV,,HERRER,1115.0,,
OSCILOSCOPIO 100 MHZ,TEKTRONIX,TDS1012,C038757,2004-02-24,,E113O07,OK,2019-12-09,P,INV,ET,E002431,,0.0,,,00094691,INV,,HERRER,931.0,OSC,S
OSCILOSCOPIO 100 MHZ,TEKTRONIX,TDS1012,C038776,2004-02-24,,EN11O08,OK,2018-05-15,P,E,ET,EN11O08,,0.0,,,AF/009886,INV,,HERRER,931.0,OSC,S
OSCILOSCOPIO 100 MHZ,TEKTRONIX,TDS1012,C038777,2004-02-24,000102,E113O09,OK,2018-05-15,P,INV,ET,E002433,,0.0,,,AF/009883,INV,,HERRER,932.0,OSC,S
QWIKFLASH DEVELOPMEN,MICRODESIGNS IN,QWIKFLASH,00254-0327,2004-03-11,,E70522C,,2018-05-18,P,E,ET,E006383,,0.0,CAMBIO,E006383,SNAF,,,HERRER,827.0,,
DIGILENT 2,DIGILENT,XCS200,S/N,2004-06-18,,E904646,,2018-05-18,P,E,ET,E0063B1,,0.0,,,SNAF,,,HERRER,908.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464G,OK,2018-05-18,P,E,ET,E0063C2,,0.0,,,SNAF,,,HERRER,900.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464H,OK,2018-05-18,P,E,ET,E0063C3,,0.0,,,SNAF,,,HERRER,901.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464I,OK,2018-05-18,P,E,ET,E0063C4,,0.0,,,SNAF,,,HERRER,901.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464J,OK,2018-05-18,P,E,ET,E0063C5,,0.0,,,SNAF,,,HERRER,900.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464K,OK,2018-05-18,P,E,ET,E0063C6,,0.0,,,SNAF,,,HERRER,859.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464L,OK,2018-05-18,P,E,ET,E0063C7,,0.0,,,SNAF,,,HERRER,901.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464F,OK,2018-05-18,P,E,ET,E0063C1,,0.0,,,SNAF,,,HERRER,900.0,,
DIGILENT TEST POINT,DIGILENT,PB200031,S/N,2004-06-18,,E90464M,OK,2018-05-18,P,E,ET,E0063C8,,0.0,,,SNAF,,,HERRER,859.0,,
CONTACT TACHOMETER,LUTRON,DT-2235A,Q061017,2004-06-18,,E7012AA,,2019-05-03,P,INV,ET,E001139,,0.0,790236,IA122,00096959,INV,,HERRER,827.0,TACOME,S
CONTACT TACHOMETER,LUTRON,DT-2235A,Q061025,2004-06-18,,E7012A9,,2019-03-19,P,INV,ET,E001138,,0.0,,,00096962,INV,,HERRER,827.0,TACOME,S
CONTACT TACHOMETER,LUTRON,DT-2235A,Q061027,2004-06-18,,E7012A6,,2019-03-04,P,INV,ET,E001135,,0.0,790236,,00096958,INV,,HERRER,826.0,TACOME,S
CONTACT TACHOMETER,LUTRON,DT-2235A,Q061036,2004-06-18,,E7012A7,,2018-11-26,P,INV,ET,E001136,,0.0,790236,,00096961,INV,,HERRER,826.0,TACOME,S
CONTACT TACHOMETER,LUTRON,DT-2235A,Q061038,2004-06-18,,E7012A8,,2018-11-26,P,INV,ET,E001137,,0.0,790236,,00096960,INV,,HERRER,827.0,TACOME,S
TACOMETRO GENERADOR,LAB-VOLT,S/M,C-09754,2004-08-09,000202,EGP112F,,2018-05-16,P,INV,ET,E001132,,0.0,790236,,SNAF,INV,,HERRER,746.0,,
TACOMETRO GENERADOR,LAB-VOLT,S/M,C-09756,2004-08-09,000202,EGP112E,,2018-05-15,P,INV,ET,E001134,,0.0,790236,,153779,INV,,HERRER,1544.0,,
MICROWATTMETER,BOONTON ELECTRO,42A,176,2004-08-13,000107,E706351,,2018-05-18,P,E,ET,E007391,,0.0,CAMBIO,E007391,16408,,,HERRER,916.0,,
MICROWATTMETER,BOONTON ELECTRO,42A,189,2004-08-13,,E7A6352,,2018-05-18,P,E,ET,E007392,,0.0,CAMBIO,E007392,16427,,,HERRER,916.0,,
AJUSTADOR DE FASE,OMEGA,520,142,2004-08-13,,E007393,,2019-12-09,P,E,ET,E007393,,0.0,CAMBIO,E007393,16788,,,HERRER,806.0,GUIA,S
AJUSTADOR DE FASE,OMEGA,520,141,2004-08-13,,E007384,,2019-12-09,P,E,ET,E007384,,0.0,CAMBIO,E007384,16787,,,HERRER,806.0,GUIA,S
RF MILLIVOLTMETER,BOONTON ELECTRO,92A,477,2004-08-13,000107,E7A6343,,2018-05-18,P,E,ET,E007381,,0.0,,,16428,,,HERRER,922.0,,
SECUENCIMETRO,SELMEC,SEI-500,S/N,2004-08-13,,E007375,,2019-12-09,P,E,ET,E007375,,0.0,,,SNAF,,,HERRER,922.0,SECUEN,N
CABLE TESTER,NETWORK,S/M,358246,2004-08-13,,E701219,,2018-05-17,P,E,ET,E007374,,0.0,,,SNAF,,,HERRER,1114.0,MEDID,N
CONECTORES ANTENAS,PROBE KIT,92A,478,2004-08-13,000211,E7B6344,,2018-05-18,P,E,ET,E007373,,0.0,,,SNAF,,,HERRER,916.0,,
CONECTORES ANTENAS,PROBE KIT,92A,477,2004-08-13,000211,E7B6343,,2018-05-18,P,E,ET,E007372,,0.0,,,SNAF,,,HERRER,915.0,,
PULSE GENERATOR,HEWLETT PACKARD,8011A,1452A 10405,2004-08-13,,E007371,,2019-12-09,P,E,ET,E007371,,0.0,CAMBIO,E007371,16109,,,HERRER,1048.0,GEN,S
STORAGE NORMALIZER,HEWELETT PACKAR,8750A,2045A04231,2004-08-13,000107,E706372,,2018-05-18,P,E,ET,E007362,,0.0,CAMBIO,E007362,15986,,,HERRER,920.0,,
ATTENUATION CALIBRAT,NARDA,441F,07059,2004-08-13,000107,E706353,,2018-05-18,P,E,ET,E007341,,0.0,CAMBIO,E007341,15684,,,HERRER,914.0,,
ATTENUATION CALIBRAT,NARDA,441F,07060,2004-08-13,000107,E706354,,2018-05-18,P,E,ET,E007342,,0.0,CAMBIO,E007342,15682,,,HERRER,915.0,,
ROBOTIC ARM TRAINER,OWIKIT,OWI-007,S/N,2004-08-24,,E7AA332,OK,2022-07-26,P,E,ET,E007471,,0.0,,,SNAF,,,HERRER,1134.0,,
ROBOTIC ARM TRAINER,OWIKIT,OWI-007,S/N,2004-08-24,,E7AA333,OK,2018-05-18,P,E,ET,E007472,,0.0,,,SNAF,,,HERRER,1133.0,,
ROBOTIC ARM TRAINER,OWIKIT,OWI-007,S/N,2004-08-24,,E7AA334,OK,2018-05-18,P,E,ET,E007473,,0.0,,,SNAF,,,HERRER,1133.0,,
ROBOTIC ARM TRAINER,OWIKIT,OWI-007,S/N,2004-08-24,,E7AA335,OK,2018-05-18,P,E,ET,E007474,,0.0,,,SNAF,,,HERRER,1133.0,,
ROBOTIC ARM TRAINER,OWIKIT,OWI-007,S/N,2004-08-24,,E7AA336,OK,2018-05-18,P,E,ET,E007475,,0.0,,,SNAF,,,HERRER,1134.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164005,BUR032410793,1904-12-20,,E7F223K,,2018-05-17,P,INV,ET,EICD204,E0B5223,0.0,113076,,SNAF,INV,,HERRER,1217.0,,
MPLAB-ICD HEADER,MICROCHIP,AC162051,BUR043830095,,,E301172,,2018-05-18,P,E,ET,E00536A,,0.0,,,SNAF,INV,,HERRER,856.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,BUR043830097,,000203,E301176,,2018-05-18,P,E,ET,E00536B,,0.0,,,SNAF,INV,,HERRER,856.0,TARJ,N
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR032810262,2005-05-23,,EPI1241,,2019-10-07,P,E,ET,EPICD01,E0A5311,0.0,,,SNAF,,,HERRER,1114.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DM164006,BUR032810262,2005-05-23,,E7F223E,,2018-05-17,P,INV,ET,EICD206,E0B5311,0.0,,,SNAF,INV,,HERRER,1220.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,3096,2005-05-23,,EEL124A,,2019-11-28,P,E,ET,EELIM10,E0C5311,0.0,,,SNAF,,,HERRER,1111.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR033010218,2005-05-23,83,EPI1242,,2024-01-22,P,E,ET,EPICD02,E0A5312,0.0,,,SNAF,,,HERRER,1112.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,BUR033010218,2005-05-23,,E7F223F,,2018-05-17,P,INV,ET,EICD207,E0B5312,0.0,,,SNAF,INV,,HERRER,1109.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,2022,2005-05-23,,E7F1232,,2019-10-02,P,E,ET,E0C5312,,0.0,,,SNAF,,,HERRER,1116.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,BUR033010219,2005-05-23,,E7F223G,,2018-05-17,P,INV,ET,EICD208,E0B5313,0.0,,,SNAF,INV,,HERRER,1111.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,1090,2005-05-23,,EEL1247,,2018-11-14,P,E,ET,EELIM07,E0C5313,0.0,,,SNAF,,,HERRER,1111.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR033010225,2005-05-23,,EPI1244,,2018-11-01,P,E,ET,EPICD04,E0A5314,0.0,,,SNAF,,,HERRER,1115.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,BUR033010225,2005-05-23,,E7F2231,,2018-05-17,P,INV,ET,EICD209,E0B5314,0.0,,,SNAF,INV,,HERRER,1217.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR033010233,2005-05-23,,E7E1236,,2018-05-17,P,E,ET,EPICD05,E0A5315,0.0,,,SNAF,,,HERRER,1117.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,BUR033010233,2005-05-23,,E7F223I,,2018-05-17,P,INV,ET,EICD210,E0B5315,0.0,,,SNAF,INV,,HERRER,1110.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,1082,2005-05-23,,EEL1246,,2018-11-26,P,E,ET,EELIM06,E0C5315,0.0,,,,,,HERRER,1110.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR033910672,2005-05-23,,EPI1246,,2018-11-26,P,E,ET,EPICD06,E0A5321,0.0,,,SNAF,,,HERRER,1110.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,BUR090326050,2005-05-23,,E7F2232,,2018-12-03,P,INV,ET,EICD213,E0B5321,0.0,,,SNAF,INV,,HERRER,1113.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,1012,2005-05-23,,EEL1245,,2019-10-11,P,E,ET,EELIM05,E0C5321,0.0,,,SNAF,,,HERRER,1110.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,BUR033910679,2005-05-23,,EPI1247,,2018-11-14,P,E,ET,EPICD07,E0A5322,0.0,,,SNAF,,,HERRER,1111.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,BUR033910679,2005-05-23,,E7F223J,,2018-05-17,P,INV,ET,EICD211,E0B5322,0.0,,,SNAF,INV,,HERRER,1111.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,JIT031913661,2005-05-23,,EPI1248,,2018-11-02,P,E,ET,EPICD08,E0A5323,0.0,,,SNAF,,,HERRER,1110.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,JIT031922681,2005-05-23,,E7F2239,,2018-05-17,P,E,ET,E0B5222,88B5323,0.0,,,SNAF,,,HERRER,1218.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,JIT031922675,2005-05-23,,EPI1249,,2019-10-14,P,E,ET,EPICD09,E0A5324,0.0,,,SNAF,,,HERRER,1110.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,JIT031922695,2005-05-23,,E7F2237,,2018-05-17,P,E,ET,E0B5223,88B5324,0.0,,,SNAF,,,HERRER,1220.0,,
PICDEM 2 PLUS DEMO,MICROCHIP,DM163022,JIT031913703,2005-05-23,,EPI124A,,2019-11-28,P,E,ET,EPICD10,E0A5325,0.0,,,SNAF,,,HERRER,1111.0,,
MPLAB ICD 2 DEBUGGER,MICROCHIP,DV164006,JIT031922723,2005-05-23,,E7F2235,,2018-05-17,P,E,ET,E0B5224,88B5325,0.0,,,SNAF,,,HERRER,1218.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,1296,2005-05-23,,EEL1248,,2018-11-02,P,E,ET,EELIM08,E0C5325,531.0,,,SNAF,,,HERRER,1110.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,0215,2005-05-23,,EEL1241,,2019-10-07,P,E,ET,EELIM01,E005331,0.0,,,SNAF,,,HERRER,1114.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,0225,2005-05-23,83,EEL1242,,2024-01-22,P,E,ET,EELIM02,EOO5332,0.0,,,SNAF,,,HERRER,1112.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,0734,2005-05-23,,EEL1243,,2018-05-17,P,E,ET,EELIM03,E005342,0.0,,,SNAF,,,HERRER,1117.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,0735,2005-05-23,,EEL1244,,2018-11-01,P,E,ET,EELIM04,E005343,0.0,,,SNAF,,,HERRER,1115.0,,
MPLAB ICD HEADER,MICROCHIP,AC162051,BUR043830026,2005-05-23,000203,E301173,,2018-05-18,P,E,ET,E005363,,0.0,,,SNAF,INV,,HERRER,857.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,BUR043830045,2005-05-23,,E301175,,2018-05-18,P,E,ET,E005365,,0.0,,,SNAF,INV,,HERRER,856.0,TARJ,N
MPLAB ICD HEADER,MICROCHIP,AC162051,BUR043830034,2005-05-23,000203,E301174,,2018-05-18,P,E,ET,E005364,,0.0,,,SNAF,INV,,HERRER,856.0,TARJ,N
RFPIC DEV KIT 1,MICROCHIP,DV164102,BUR042720176,2005-05-24,,E706143,,2018-05-18,P,INV,ET,E005351,,0.0,,,SNAF,INV,,HERRER,904.0,,
RFPIC DEV KIT 1,MICROCHIP,DV164102,BUR042310434,2005-05-24,,E706144,,2018-05-18,P,INV,ET,E005352,,0.0,,,SNAF,INV,,HERRER,905.0,,
RFPIC DEV KIT 1,MICROCHIP,DV164102,BUR042310416,2005-05-24,,E706145,,2018-05-18,P,INV,ET,E005353,,0.0,,,SNAF,INV,,HERRER,903.0,,
FRECUENCIMETRO,PHILIPS,PM6652C,A721075,2005-05-25,000108,E706341,,2018-05-18,P,E,ET,E008161,,0.0,,,02959,,,HERRER,912.0,,
FRECUENCIMETRO,PHILIPS,PM6652C,A721074,2005-05-25,000108,E706334,,2018-05-18,P,E,ET,E008162,,0.0,,,02956,,,HERRER,911.0,,
FRECUENCIMETRO,PHILIPS,PM6652C,A721076,2005-05-25,000108,E706342,,2018-05-18,P,E,ET,E008171,,0.0,,,02955,,,HERRER,911.0,,
FRECUENCIMETRO,PHILIPS,PM6652C,A721072,2005-05-25,,E706332,,2018-05-18,P,E,ET,E008181,,0.0,,,02957,,,HERRER,914.0,,
COUNTER/TIMER,SYSTRON DONNER,6151,433,2005-05-25,000108,E706331,,2018-05-18,P,E,ET,E008182,,0.0,,,51580,,,HERRER,910.0,,
TARJETA DIO 1,DIGILENT,PB200009,C039655,2005-06-13,,E90464A,,2018-05-18,P,E,ET,E0A6394,,0.0,,,SNAF,,,HERRER,852.0,,
TARJETA DIO 1,DIGILENT,PB200009,C039689,2005-06-13,,E90464B,,2018-05-18,P,E,ET,E0B6394,,0.0,,,SNAF,,,HERRER,852.0,,
TARJETA DIO 1,DIGILENT,PB200009,C039690,2005-06-13,,E90464C,,2018-05-18,P,E,ET,E0C6394,,0.0,,,SNAF,,,HERRER,852.0,,
TARJETA DIO 1,DIGILENT,PB200009,C039691,2005-06-13,,E90464D,,2018-05-18,P,E,ET,E0D6394,,0.0,,,SNAF,,,HERRER,852.0,,
TARJETA DIO 1,DIGILENT,PB200009,C039692,2005-06-13,,E90464E,,2018-05-18,P,E,ET,E0E6394,,0.0,,,SNAF,,,HERRER,852.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D035018,2005-10-04,,E904546,OK,2018-05-18,P,E,ET,ES36391,,0.0,,,SNAF,,,HERRER,908.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D035571,2005-10-04,,E904547,OK,2018-05-18,P,E,ET,ES36392,,0.0,,,SNAF,,,HERRER,908.0,,
