APARATO,MARCA,MODELO,NUMERO_SER,FECHA,ENCARGADO,POSICION,INV_V04,FECHA_INV,STATUS,CHK,INVENTARIO,NUEVA_POS,POS_TEMP,REP_MTTO,INVO02,POS_MAY19,NO_AF,INV_P11,POSP18,RESPONINV,HORA_INV,GRUPO,ES_AF
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F6168,,2023-05-03,P,F,ET,E7F6168,,,,,S/N,,E7F6168,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F6169,,2024-04-30,P,F,ET,E7F6169,,,,,S/N,,E7F6169,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F616A,,2024-01-17,P,F,ET,E7F616A,,,,,S/N,,E7F616A,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F616B,,2024-05-02,P,F,ET,E7F616B,,,,,S/N,,E7F616B,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F616C,,2024-04-08,P,F,ET,E7F616C,,,,,S/N,,E7F616C,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F616D,,2023-03-28,P,F,ET,E7F616D,,,,,S/N,,E7F616D,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F616E,,2024-04-29,P,F,ET,E7F616E,,,,,S/N,,E7F616E,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F616F,,2023-04-28,P,F,ET,E7F616F,,,,,S/N,,E7F616F,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F616G,,2024-04-29,P,F,ET,E7F616G,,,,,S/N,,E7F616G,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,83,E7F616H,,2024-05-03,P,F,ET,E7F616H,,,,,S/N,,E7F616H,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F616I,,2022-03-30,P,F,ET,E7F616I,,,,,S/N,,E7F616I,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F616J,,2023-04-28,P,F,ET,E7F616J,,,,,S/N,,E7F616J,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F616K,,2022-03-30,P,F,ET,E7F616K,,,,,S/N,,E7F616K,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F616L,,2023-04-28,P,F,ET,E7F616L,,,,,S/N,,E7F616L,831211,800.0,,
X-NODE 2 X RELAYS,MICROSIDE,G5V-1-5VDC,S/N,2022-03-29,,E7F616M,,2022-10-20,P,F,ET,E7F616M,,,,,S/N,,E7F616M,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G6163,,2023-03-06,P,F,ET,E7G6163,,,,,S/N,,E7G6163,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G6164,,2023-11-24,P,F,ET,E7G6164,,,,,S/N,,E7G6164,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G6165,,2022-09-28,P,F,ET,E7G6165,,,,,S/N,,E7G6165,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G6166,,2022-03-30,P,F,ET,E7G6166,,,,,S/N,,E7G6166,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G6167,,2024-05-03,P,F,ET,E7G6167,,,,,S/N,,E7G6167,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G6168,,2023-05-03,P,F,ET,E7G6168,,,,,S/N,,E7G6168,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G6169,,2024-04-30,P,F,ET,E7G6169,,,,,S/N,,E7G6169,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G616A,,2024-01-17,P,F,ET,E7G616A,,,,,S/N,,E7G616A,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G616B,,2024-05-02,P,F,ET,E7G616B,,,,,S/N,,E7G616B,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G616C,,2024-04-08,P,F,ET,E7G616C,,,,,S/N,,E7G616C,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G616D,,2023-03-28,P,F,ET,E7G616D,,,,,S/N,,E7G616D,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G616E,,2024-04-29,P,F,ET,E7G616E,,,,,S/N,,E7G616E,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G616F,,2023-04-28,P,F,ET,E7G616F,,,,,S/N,,E7G616F,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G616G,,2024-04-29,P,F,ET,E7G616G,,,,,S/N,,E7G616G,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,83,E7G616H,,2024-05-03,P,F,ET,E7G616H,,,,,S/N,,E7G616H,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G616I,,2022-03-30,P,F,ET,E7G616I,,,,,S/N,,E7G616I,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G616J,,2023-04-28,P,F,ET,E7G616J,,,,,S/N,,E7G616J,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G616K,,2022-03-30,P,F,ET,E7G616K,,,,,S/N,,E7G616K,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G616L,,2023-04-28,P,F,ET,E7G616L,,,,,S/N,,E7G616L,831211,800.0,,
X-NODE WIFI-BLUETOOT,MICROSIDE,ESP32-WROO,S/N,2022-03-29,,E7G616M,,2022-10-20,P,F,ET,E7G616M,,,,,S/N,,E7G616M,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H6163,,2023-03-06,P,F,ET,E7H6163,,,,,S/N,,E7H6163,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H6164,,2023-11-24,P,F,ET,E7H6164,,,,,S/N,,E7H6164,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H6165,,2022-09-28,P,F,ET,E7H6165,,,,,S/N,,E7H6165,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H6166,,2022-03-30,P,F,ET,E7H6166,,,,,S/N,,E7H6166,831211,800.0,,
X-NODE PROXIMIDAD-LI,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H6167,,2024-05-03,P,F,ET,E7H6167,,,,,S/N,,E7H6167,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H6168,,2023-05-03,P,F,ET,E7H6168,,,,,S/N,,E7H6168,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H6169,,2024-04-30,P,F,ET,E7H6169,,,,,S/N,,E7H6169,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H616A,,2024-01-17,P,F,ET,E7H616A,,,,,S/N,,E7H616A,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H616B,,2024-05-02,P,F,ET,E7H616B,,,,,S/N,,E7H616B,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H616C,,2024-04-08,P,F,ET,E7H616C,,,,,S/N,,E7H616C,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H616D,,2023-03-28,P,F,ET,E7H616D,,,,,S/N,,E7H616D,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H616E,,2024-04-29,P,F,ET,E7H616E,,,,,S/N,,E7H616E,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H616F,,2023-04-28,P,F,ET,E7H616F,,,,,S/N,,E7H616F,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H616G,,2024-04-29,P,F,ET,E7H616G,,,,,S/N,,E7H616G,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,83,E7H616H,,2024-05-03,P,F,ET,E7H616H,,,,,S/N,,E7H616H,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H616I,,2022-03-30,P,F,ET,E7H616I,,,,,S/N,,E7H616I,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H616J,,2023-04-28,P,F,ET,E7H616J,,,,,S/N,,E7H616J,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H616K,,2022-03-30,P,F,ET,E7H616K,,,,,S/N,,E7H616K,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H616L,,2023-04-28,P,F,ET,E7H616L,,,,,S/N,,E7H616L,831211,800.0,,
X-NODE PROXIMIDAD-LU,MICROSIDE,SFH7779,S/N,2022-03-29,,E7H616M,,2022-10-20,P,F,ET,E7H616M,,,,,S/N,,E7H616M,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,,E7A2271,,,A,E,ET,E7A2271,,,,,S/N,,E7A2271,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,020808,E7A2272,,2023-11-28,A,E,ET,E7A2272,,,,,S/N,,E7A2272,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,83,E7A2273,,2024-06-10,P,E,ET,E7A2273,,,,,S/N,,E7A2273,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,83,E7A2274,,2024-05-13,P,E,ET,E7A2274,,,,,S/N,,E7A2274,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,83,E7A2275,,2024-05-30,P,E,ET,E7A2275,,,,,S/N,,E7A2275,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,11,E7A2276,,2024-05-07,P,E,ET,E7A2276,,,,,S/N,,E7A2276,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,83,E7A2277,,2024-04-20,P,E,ET,E7A2277,,,,,S/N,,E7A2277,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,83,E7A2278,,2024-04-20,P,E,ET,E7A2278,,,,,S/N,,E7A2278,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,83,E7A2279,,2024-06-03,P,E,ET,E7A2279,,,,,S/N,,E7A2279,831211,800.0,,
VILROS RASPBERRY PI,RASPBERRY PI,B BASIC ST,S/N,2022-04-05,83,E7A227A,,2024-05-03,P,E,ET,E7A227A,,,,,S/N,,E7A227A,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,83,E7B2271,,2024-05-13,P,E,ET,E7B2271,,,,,S/N,,E7B2271,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,,E7B2272,,,A,E,ET,E7B2272,,,,,S/N,,E7B2272,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,83,E7B2273,,2024-06-10,P,E,ET,E7B2273,,,,,S/N,,E7B2273,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,83,E7B2274,,2024-05-30,P,E,ET,E7B2274,,,,,S/N,,E7B2274,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,83,E7B2275,,2024-06-03,P,E,ET,E7B2275,,,,,S/N,,E7B2275,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,11,E7B2276,,2024-05-03,P,E,ET,E7B2276,,,,,S/N,,E7B2276,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,83,E7B2277,,2024-04-20,P,E,ET,E7B2277,,,,,S/N,,E7B2277,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,83,E7B2278,,2024-05-03,P,E,ET,E7B2278,,,,,S/N,,E7B2278,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,83,E7B2279,,2024-04-20,P,E,ET,E7B2279,,,,,S/N,,E7B2279,831211,800.0,,
USB-C POWER SUPPLY,RASPBERRY PI,KSA-15E-05,S/N,2022-04-05,,E7B227A,,2022-04-27,P,E,ET,E7B227A,,,,,S/N,,E7B227A,831211,800.0,,
ELIMINADOR 5V,EMERSON,DCH-050US,sin no.de Serie,2022-04-08,,E7D2248,,2022-04-08,P,E,ET,E7D2248,,,,,SNAF,,E7D2248,113076,800.0,,
TARJETA DIGILENT,XILINX,PYNQ-Z1,00183E034A4D,2022-04-18,,E7D2216,,,A,E,ET,E7D2216,,,,,SNAF,,E7D2216,831211,800.0,,
TARJETA DIGILENT,XILINX,PYNQ-Z1,00183E034A55,2022-04-18,,E7D2217,,,A,E,ET,E7D2217,,,,,SNAF,,E7D2217,831211,800.0,,
TARJETA DIGILENT,XILINX,PYNQ-Z1,00183E034A60,2022-04-18,,E7D2218,,,A,E,ET,E7D2218,,,,,SNAF,,E7D2218,831211,800.0,,
TARJETA DIGILENT,XILINX,PYNQ-Z1,00183E035B9F,2022-04-18,,E7D2219,,,A,E,ET,E7D2219,,,,,SNAF,,E7D2219,831211,800.0,,
TARJETA DIGILENT,XILINX,PYNQ-Z1,00183E035BF7,2022-04-18,,E7D221A,,2022-04-27,P,E,ET,E7D221A,,,,,SNAF,,E7D221A,831211,800.0,,
MICRO SD Y ADAPTADOR,S/N,240-075-1,S/N,2022-04-18,,E7C221B,,2022-04-27,P,E,ET,E7C221B,,,,,SNAF,,E7C221B,831211,800.0,,
MICRO SD Y ADAPTADOR,S/N,240-075-1,S/N,2022-04-18,,E7C221C,,2022-04-27,P,E,ET,E7C221C,,,,,SNAF,,E7C221C,831211,800.0,,
MICRO SD Y ADAPTADOR,S/N,240-075-1,S/N,2022-04-18,,E7C221D,,2022-04-27,P,E,ET,E7C221D,,,,,SNAF,,E7C221D,831211,800.0,,
MICRO SD Y ADAPTADOR,S/N,240-075-1,S/N,2022-04-18,,E7C221E,,2022-04-27,P,E,ET,E7C221E,,,,,SNAF,,E7C221E,831211,800.0,,
MICRO SD Y ADAPTADOR,S/N,240-075-1,S/N,2022-04-18,83,E7C221F,,2024-05-07,P,E,ET,E7C221F,,,,,SNAF,,E7C221F,831211,800.0,,
ELIMINADOR 12V,ADAPTER TECH,ATS036T-W1,S/N,2022-04-18,,E7E221B,,2022-04-27,P,E,ET,E7E221B,,,,,SNAF,,E7E221B,831211,800.0,,
ELIMINADOR 12V,ADAPTER TECH,ATS036T-W1,S/N,2022-04-18,,E7E221C,,2022-04-27,P,E,ET,E7E221C,,,,,SNAF,,E7E221C,831211,800.0,,
ELIMINADOR 12V,ADAPTER TECH,ATS036T-W1,S/N,2022-04-18,,E7E221D,,2022-04-27,P,E,ET,E7E221D,,,,,SNAF,,E7E221D,831211,800.0,,
ELIMINADOR 12V,ADAPTER TECH,ATS036T-W1,S/N,2022-04-18,,E7E221E,,2022-04-27,P,E,ET,E7E221E,,,,,SNAF,,E7E221E,831211,800.0,,
ELIMINADOR 12V,ADAPTER TECH,ATS036T-W1,S/N,2022-04-18,,E7E221F,,2022-04-27,P,E,ET,E7E221F,,,,,SNAF,,E7E221F,831211,800.0,,
INTEL FPGA,TERASIC,DE10-LITE,190400051017,2022-04-26,83,E7F1139,,2024-05-03,P,E,ET,E7F1139,,,,,SNAF,,E7F1139,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019091,2022-04-26,,E705191,,2022-04-27,P,E,ET,E705191,,,,,SNAF,,E705191,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019092,2022-04-26,,E705192,,2022-04-27,P,E,ET,E705192,,,,,SNAF,,E705192,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019092,2022-04-26,,E705193,,2022-04-27,P,E,ET,E705193,,,,,SNAF,,E705193,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019093,2022-04-26,,E705194,,2022-04-27,P,E,ET,E705194,,,,,SNAF,,E705194,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019094,2022-04-26,,E705195,,2022-04-27,P,E,ET,E705195,,,,,SNAF,,E705195,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019095,2022-04-26,,E705196,,2022-04-27,P,E,ET,E705196,,,,,SNAF,,E705196,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019096,2022-04-26,,E705197,,2022-04-27,P,E,ET,E705197,,,,,SNAF,,E705197,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019097,2022-04-26,,E705198,,2022-04-27,P,E,ET,E705198,,,,,SNAF,,E705198,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019098,2022-04-26,,E705199,,2022-04-27,P,E,ET,E705199,,,,,SNAF,,E705199,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019100,2022-04-26,,E70519A,,2022-04-27,P,E,ET,E70519A,,,,,SNAF,,E70519A,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019271,2022-04-26,,E70519B,,2022-04-27,P,E,ET,E70519B,,,,,SNAF,,E70519B,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019272,2022-04-26,,E70519C,,2022-04-27,P,E,ET,E70519C,,,,,SNAF,,E70519C,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019273,2022-04-26,,E70519D,,2022-04-27,P,E,ET,E70519D,,,,,SNAF,,E70519D,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019274,2022-04-26,,E70519E,,2022-04-27,P,E,ET,E70519E,,,,,SNAF,,E70519E,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019275,2022-04-26,,E70519F,,2022-04-27,P,E,ET,E70519F,,,,,SNAF,,E70519F,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019276,2022-04-26,,E70519G,,2022-04-27,P,E,ET,E70519G,,,,,SNAF,,E70519G,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019277,2022-04-26,,E70519H,,2022-04-27,P,E,ET,E70519H,,,,,SNAF,,E70519H,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019278,2022-04-26,,E70519I,,2022-04-27,P,E,ET,E70519I,,,,,SNAF,,E70519I,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019279,2022-04-26,,E70519J,,2022-04-27,P,E,ET,E70519J,,,,,SNAF,,E70519J,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019280,2022-04-26,,E70519K,,2022-04-27,P,E,ET,E70519K,,,,,SNAF,,E70519K,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019349,2022-04-26,,E70519L,,2022-04-27,P,E,ET,E70519L,,,,,SNAF,,E70519L,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019509,2022-04-26,,E70519M,,2022-04-27,P,E,ET,E70519M,,,,,SNAF,,E70519M,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019511,2022-04-26,,E70519N,,2022-04-27,P,E,ET,E70519N,,,,,SNAF,,E70519N,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019336,2022-04-26,,E70519Ñ,,2022-04-27,P,E,ET,E70519Ñ,,,,,SNAF,,E70519Ñ,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019512,2022-04-26,,E70519O,,2022-04-27,P,E,ET,E70519O,,,,,SNAF,,E70519O,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019513,2022-04-26,,E70519P,,2022-04-27,P,E,ET,E70519P,,,,,SNAF,,E70519P,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019514,2022-04-26,,E70519Q,,2022-04-27,P,E,ET,E70519Q,,,,,,,E70519Q,,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019516,2022-04-26,,E70519R,,2022-04-27,P,E,ET,E70519R,,,,,SNAF,,E70519R,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019518,2022-04-26,,E70519S,,2022-04-27,P,E,ET,E70519S,,,,,SNAF,,E70519S,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019519,2022-04-26,,E70519T,,2022-04-27,P,E,ET,E70519T,,,,,SNAF,,E70519T,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019520,2022-04-26,,E70519U,,2022-04-27,P,E,ET,E70519U,,,,,SNAF,,E70519U,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019631,2022-04-26,,E70519V,,2022-04-27,P,E,ET,E70519V,,,,,SNAF,,E70519V,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019632,2022-04-26,,E70519W,,2022-04-27,P,E,ET,E70519W,,,,,SANF,,E70519W,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019633,2022-04-26,,E70519X,,2022-04-27,P,E,ET,E70519X,,,,,SANF,,E70519X,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019634,2022-04-26,,E70519Y,,2022-04-27,P,E,ET,E70519Y,,,,,SANF,,E70519Y,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019635,2022-04-26,,E70519Z,,2022-04-27,P,E,ET,E70519Z,,,,,SNAF,,E70519Z,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019637,2022-04-26,,E7A5191,,2022-04-27,P,E,ET,E7A5191,,,,,SNAF,,E7A5191,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019638,2022-04-26,,E7A5192,,2022-04-27,P,E,ET,E7A5192,,,,,SNAF,,E7A5192,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019639,2022-04-26,,E7A5193,,2022-04-27,P,E,ET,E7A5193,,,,,SNAF,,E7A5193,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019640,2022-04-26,,E7A5194,,2022-04-27,P,E,ET,E7A5194,,,,,SNAF,,E7A5194,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019850,2022-04-26,003043,E7A5195,,2022-09-05,A,E,ET,E7A5195,,,,,SNAF,,E7A5195,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019972,2022-04-26,11,E7A5196,,2024-02-23,P,E,ET,E7A5196,,,,,SNAF,,E7A5196,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019973,2022-04-26,,E7A5197,,2023-03-10,P,E,ET,E7A5197,,,,,SNAF,,E7A5197,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019974,2022-04-26,010977,E7A5198,,2024-01-05,A,E,ET,E7A5198,,,,,SNAF,,E7A5198,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019977,2022-04-26,,E7A5199,,2022-04-27,P,E,ET,E7A5199,,,,,SNAF,,E7A5199,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019978,2022-04-26,074529,E7A519A,,2024-02-09,A,E,ET,E7A519A,,,,,SNAF,,E7A519A,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019979,2022-04-26,83,E7A519B,,2024-02-01,P,E,ET,E7A519B,,,,,SNAF,,E7A519B,831211,800.0,,
INTUOS CREATIV PEN,WACOM,CTL4100,9LH00R2019980,2022-04-26,,E7A519C,,2022-04-27,P,E,ET,E7A519C,,,,,SNAF,,E7A519C,831211,800.0,,
BITSCOPE MICRO,BITSCOPE,BS05,S/N,2022-04-27,,E7A2261,,2022-04-28,P,E,ET,E7A2261,,,,,SNAF,,E7A2261,831211,800.0,,
DUAL BNC ADAPTER,BITSCOPE,MP01A,S/N,2022-04-27,,E7B2261,,2022-04-28,P,E,ET,E7B2261,,,,,SNAF,,E7B2261,831211,800.0,,
QUBE-SERVO 2,QUANSER,ROTARY SER,50748,2022-06-16,83,E7A3281,,2024-04-26,P,E,ET,E7A3281,,,,,AF/026587,,E7A3281,831211,800.0,,
QUBE-SERVO 2,QUANSER,ROTARY SER,50750,2022-06-16,83,E7A3282,,2024-04-26,P,E,ET,E7A3282,,,,,AF/026589,,E7A3282,831211,800.0,,
QUBE-SERVO 2,QUANSER,ROTARY SER,50752,2022-06-16,83,E7A3283,,2024-04-26,P,E,ET,E7A3283,,,,,AF/026582,,E7A3283,831211,800.0,,
QUBE-SERVO 2,QUANSER,ROTARY SER,50754,2022-06-16,83,E7A3284,,2024-04-26,P,E,ET,E7A3284,,,,,AF/026590,,E7A3284,831211,800.0,,
